id,season,team1,team2,winner
335982,2007/08,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders
335983,2007/08,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings
335984,2007/08,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils
335985,2007/08,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore
335986,2007/08,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders
335987,2007/08,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals
335988,2007/08,Deccan Chargers,Delhi Daredevils,Delhi Daredevils
335989,2007/08,Chennai Super Kings,Mumbai Indians,Chennai Super Kings
335990,2007/08,Deccan Chargers,Rajasthan Royals,Rajasthan Royals
335991,2007/08,Kings XI Punjab,Mumbai Indians,Kings XI Punjab
335992,2007/08,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals
335993,2007/08,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings
335994,2007/08,Mumbai Indians,Deccan Chargers,Deccan Chargers
335995,2007/08,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab
335996,2007/08,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings
335997,2007/08,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians
335998,2007/08,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils
335999,2007/08,Deccan Chargers,Kings XI Punjab,Kings XI Punjab
336000,2007/08,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals
336001,2007/08,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils
336003,2007/08,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab
336034,2007/08,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore
336004,2007/08,Mumbai Indians,Delhi Daredevils,Mumbai Indians
336005,2007/08,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals
336006,2007/08,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab
336007,2007/08,Chennai Super Kings,Deccan Chargers,Deccan Chargers
336008,2007/08,Mumbai Indians,Rajasthan Royals,Mumbai Indians
336009,2007/08,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings
336010,2007/08,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders
336011,2007/08,Rajasthan Royals,Deccan Chargers,Rajasthan Royals
336013,2007/08,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings
336014,2007/08,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders
336015,2007/08,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals
336016,2007/08,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab
336017,2007/08,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders
336018,2007/08,Mumbai Indians,Chennai Super Kings,Mumbai Indians
336020,2007/08,Delhi Daredevils,Deccan Chargers,Delhi Daredevils
336021,2007/08,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians
336022,2007/08,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab
336023,2007/08,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals
336024,2007/08,Deccan Chargers,Mumbai Indians,Mumbai Indians
336025,2007/08,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings
336026,2007/08,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils
336027,2007/08,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals
336028,2007/08,Mumbai Indians,Kings XI Punjab,Kings XI Punjab
336029,2007/08,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore
336031,2007/08,Kings XI Punjab,Deccan Chargers,Kings XI Punjab
336032,2007/08,Delhi Daredevils,Mumbai Indians,Delhi Daredevils
336033,2007/08,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals
336002,2007/08,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore
336035,2007/08,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders
336036,2007/08,Rajasthan Royals,Mumbai Indians,Rajasthan Royals
336037,2007/08,Deccan Chargers,Chennai Super Kings,Chennai Super Kings
336012,2007/08,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians
336019,2007/08,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab
336038,2007/08,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals
336039,2007/08,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings
336040,2007/08,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals
392181,2009,Chennai Super Kings,Mumbai Indians,Mumbai Indians
392182,2009,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore
392183,2009,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils
392184,2009,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers
392185,2009,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings
392186,2009,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders
392188,2009,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers
392189,2009,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils
392190,2009,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals
392191,2009,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab
392192,2009,Deccan Chargers,Mumbai Indians,Deccan Chargers
392194,2009,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils
392195,2009,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab
392196,2009,Chennai Super Kings,Deccan Chargers,Deccan Chargers
392197,2009,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians
392198,2009,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals
392199,2009,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore
392200,2009,Kings XI Punjab,Mumbai Indians,Kings XI Punjab
392201,2009,Deccan Chargers,Delhi Daredevils,Delhi Daredevils
392202,2009,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings
392203,2009,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians
392204,2009,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore
392205,2009,Deccan Chargers,Rajasthan Royals,Rajasthan Royals
392206,2009,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings
392207,2009,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab
392208,2009,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore
392209,2009,Chennai Super Kings,Deccan Chargers,Chennai Super Kings
392210,2009,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals
392211,2009,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils
392212,2009,Deccan Chargers,Mumbai Indians,Deccan Chargers
392213,2009,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals
392214,2009,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings
392215,2009,Delhi Daredevils,Mumbai Indians,Delhi Daredevils
392216,2009,Deccan Chargers,Kings XI Punjab,Kings XI Punjab
392217,2009,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings
392218,2009,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians
392219,2009,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils
392220,2009,Deccan Chargers,Rajasthan Royals,Deccan Chargers
392221,2009,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore
392222,2009,Kings XI Punjab,Mumbai Indians,Mumbai Indians
392223,2009,Deccan Chargers,Delhi Daredevils,Delhi Daredevils
392224,2009,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore
392225,2009,Mumbai Indians,Rajasthan Royals,Rajasthan Royals
392226,2009,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab
392227,2009,Chennai Super Kings,Mumbai Indians,Chennai Super Kings
392228,2009,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers
392229,2009,Deccan Chargers,Kings XI Punjab,Kings XI Punjab
392230,2009,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils
392231,2009,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders
392232,2009,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore
392233,2009,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders
392234,2009,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings
392235,2009,Delhi Daredevils,Mumbai Indians,Delhi Daredevils
392236,2009,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore
392237,2009,Delhi Daredevils,Deccan Chargers,Deccan Chargers
392238,2009,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore
392239,2009,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers
419106,2009/10,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders
419107,2009/10,Mumbai Indians,Rajasthan Royals,Mumbai Indians
419108,2009/10,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils
419109,2009/10,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders
419110,2009/10,Chennai Super Kings,Deccan Chargers,Deccan Chargers
419111,2009/10,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils
419112,2009/10,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore
419113,2009/10,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings
419114,2009/10,Delhi Daredevils,Mumbai Indians,Mumbai Indians
419115,2009/10,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore
419116,2009/10,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings
419117,2009/10,Deccan Chargers,Kings XI Punjab,Deccan Chargers
419118,2009/10,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals
419119,2009/10,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore
419120,2009/10,Deccan Chargers,Delhi Daredevils,Deccan Chargers
419121,2009/10,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab
419122,2009/10,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians
419123,2009/10,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore
419124,2009/10,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals
419125,2009/10,Chennai Super Kings,Mumbai Indians,Mumbai Indians
419128,2009/10,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils
419126,2009/10,Rajasthan Royals,Deccan Chargers,Rajasthan Royals
419127,2009/10,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders
419129,2009/10,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals
419130,2009/10,Deccan Chargers,Mumbai Indians,Mumbai Indians
419131,2009/10,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils
419132,2009/10,Mumbai Indians,Kings XI Punjab,Mumbai Indians
419133,2009/10,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings
419134,2009/10,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils
419135,2009/10,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders
419136,2009/10,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore
419137,2009/10,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings
419138,2009/10,Mumbai Indians,Deccan Chargers,Mumbai Indians
419139,2009/10,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab
419140,2009/10,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils
419141,2009/10,Deccan Chargers,Rajasthan Royals,Rajasthan Royals
419142,2009/10,Chennai Super Kings,Mumbai Indians,Chennai Super Kings
419143,2009/10,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals
419144,2009/10,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders
419145,2009/10,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers
419146,2009/10,Kings XI Punjab,Mumbai Indians,Kings XI Punjab
419147,2009/10,Deccan Chargers,Chennai Super Kings,Deccan Chargers
419148,2009/10,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore
419149,2009/10,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab
419150,2009/10,Rajasthan Royals,Mumbai Indians,Mumbai Indians
419151,2009/10,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers
419152,2009/10,Mumbai Indians,Delhi Daredevils,Mumbai Indians
419153,2009/10,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings
419154,2009/10,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore
419155,2009/10,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils
419156,2009/10,Kings XI Punjab,Deccan Chargers,Deccan Chargers
419157,2009/10,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians
419158,2009/10,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders
419159,2009/10,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings
419160,2009/10,Delhi Daredevils,Deccan Chargers,Deccan Chargers
419161,2009/10,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders
419162,2009/10,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians
419163,2009/10,Chennai Super Kings,Deccan Chargers,Chennai Super Kings
419164,2009/10,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore
419165,2009/10,Chennai Super Kings,Mumbai Indians,Chennai Super Kings
501198,2011,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings
501199,2011,Deccan Chargers,Rajasthan Royals,Rajasthan Royals
501200,2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,Royal Challengers Bangalore
501201,2011,Delhi Daredevils,Mumbai Indians,Mumbai Indians
501202,2011,Pune Warriors,Kings XI Punjab,Pune Warriors
501203,2011,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders
501204,2011,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals
501205,2011,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians
501206,2011,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab
501207,2011,Pune Warriors,Kochi Tuskers Kerala,Pune Warriors
501208,2011,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers
501209,2011,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders
501210,2011,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala
501211,2011,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings
501212,2011,Deccan Chargers,Kings XI Punjab,Kings XI Punjab
501213,2011,Pune Warriors,Delhi Daredevils,Delhi Daredevils
501214,2011,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders
501215,2011,Kochi Tuskers Kerala,Chennai Super Kings,Kochi Tuskers Kerala
501216,2011,Delhi Daredevils,Deccan Chargers,Deccan Chargers
501218,2011,Mumbai Indians,Pune Warriors,Mumbai Indians
501219,2011,Kolkata Knight Riders,Kochi Tuskers Kerala,Kochi Tuskers Kerala
501220,2011,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab
501221,2011,Mumbai Indians,Chennai Super Kings,Mumbai Indians
501222,2011,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore
501223,2011,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils
501224,2011,Deccan Chargers,Mumbai Indians,Mumbai Indians
501225,2011,Rajasthan Royals,Kochi Tuskers Kerala,Rajasthan Royals
501226,2011,Chennai Super Kings,Pune Warriors,Chennai Super Kings
501227,2011,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore
501228,2011,Pune Warriors,Chennai Super Kings,Chennai Super Kings
501229,2011,Kochi Tuskers Kerala,Deccan Chargers,Deccan Chargers
501230,2011,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders
501231,2011,Rajasthan Royals,Mumbai Indians,Rajasthan Royals
501232,2011,Royal Challengers Bangalore,Pune Warriors,Royal Challengers Bangalore
501233,2011,Kochi Tuskers Kerala,Delhi Daredevils,Delhi Daredevils
501234,2011,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders
501235,2011,Rajasthan Royals,Pune Warriors,Rajasthan Royals
501236,2011,Chennai Super Kings,Deccan Chargers,Chennai Super Kings
501237,2011,Mumbai Indians,Kings XI Punjab,Mumbai Indians
501238,2011,Delhi Daredevils,Kochi Tuskers Kerala,Kochi Tuskers Kerala
501239,2011,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders
501240,2011,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings
501241,2011,Pune Warriors,Mumbai Indians,Mumbai Indians
501242,2011,Kochi Tuskers Kerala,Kolkata Knight Riders,Kochi Tuskers Kerala
501243,2011,Deccan Chargers,Delhi Daredevils,Delhi Daredevils
501244,2011,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore
501245,2011,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders
501246,2011,Mumbai Indians,Delhi Daredevils,Mumbai Indians
501247,2011,Royal Challengers Bangalore,Kochi Tuskers Kerala,Royal Challengers Bangalore
501248,2011,Kings XI Punjab,Pune Warriors,Pune Warriors
501249,2011,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings
501250,2011,Deccan Chargers,Pune Warriors,Pune Warriors
501251,2011,Kings XI Punjab,Mumbai Indians,Kings XI Punjab
501252,2011,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore
501253,2011,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings
501254,2011,Kochi Tuskers Kerala,Kings XI Punjab,Kings XI Punjab
501255,2011,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore
501256,2011,Mumbai Indians,Deccan Chargers,Deccan Chargers
501257,2011,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab
501258,2011,Kochi Tuskers Kerala,Rajasthan Royals,Kochi Tuskers Kerala
501259,2011,Pune Warriors,Deccan Chargers,Deccan Chargers
501260,2011,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab
501261,2011,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings
501262,2011,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders
501263,2011,Mumbai Indians,Rajasthan Royals,Rajasthan Royals
501264,2011,Kings XI Punjab,Deccan Chargers,Deccan Chargers
501265,2011,Delhi Daredevils,Pune Warriors,NA
501266,2011,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore
501267,2011,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians
501268,2011,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings
501269,2011,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians
501270,2011,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore
501271,2011,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings
548306,2012,Chennai Super Kings,Mumbai Indians,Mumbai Indians
548307,2012,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils
548308,2012,Mumbai Indians,Pune Warriors,Pune Warriors
548309,2012,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals
548310,2012,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore
548311,2012,Deccan Chargers,Chennai Super Kings,Chennai Super Kings
548312,2012,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals
548313,2012,Pune Warriors,Kings XI Punjab,Pune Warriors
548314,2012,Deccan Chargers,Mumbai Indians,Mumbai Indians
548315,2012,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders
548316,2012,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils
548317,2012,Mumbai Indians,Rajasthan Royals,Mumbai Indians
548318,2012,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings
548319,2012,Kings XI Punjab,Pune Warriors,Kings XI Punjab
548320,2012,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders
548322,2012,Pune Warriors,Chennai Super Kings,Pune Warriors
548323,2012,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab
548324,2012,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals
548325,2012,Mumbai Indians,Delhi Daredevils,Delhi Daredevils
548326,2012,Rajasthan Royals,Deccan Chargers,Rajasthan Royals
548327,2012,Royal Challengers Bangalore,Pune Warriors,Royal Challengers Bangalore
548328,2012,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders
548321,2012,Delhi Daredevils,Deccan Chargers,Delhi Daredevils
548330,2012,Chennai Super Kings,Pune Warriors,Chennai Super Kings
548331,2012,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore
548332,2012,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings
548333,2012,Delhi Daredevils,Pune Warriors,Pune Warriors
548334,2012,Mumbai Indians,Kings XI Punjab,Kings XI Punjab
548335,2012,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders
548336,2012,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore
548337,2012,Pune Warriors,Delhi Daredevils,Delhi Daredevils
548339,2012,Kings XI Punjab,Mumbai Indians,Mumbai Indians
548341,2012,Pune Warriors,Deccan Chargers,Deccan Chargers
548342,2012,Delhi Daredevils,Mumbai Indians,Delhi Daredevils
548343,2012,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab
548344,2012,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders
548345,2012,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils
548346,2012,Mumbai Indians,Deccan Chargers,Mumbai Indians
548347,2012,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders
548348,2012,Deccan Chargers,Pune Warriors,Deccan Chargers
548349,2012,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils
548350,2012,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab
548351,2012,Pune Warriors,Mumbai Indians,Mumbai Indians
548352,2012,Chennai Super Kings,Deccan Chargers,Chennai Super Kings
548353,2012,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders
548354,2012,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals
548355,2012,Mumbai Indians,Chennai Super Kings,Mumbai Indians
548356,2012,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore
548357,2012,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders
548358,2012,Pune Warriors,Rajasthan Royals,Rajasthan Royals
548359,2012,Deccan Chargers,Kings XI Punjab,Kings XI Punjab
548360,2012,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore
548329,2012,Deccan Chargers,Delhi Daredevils,Delhi Daredevils
548361,2012,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings
548362,2012,Pune Warriors,Royal Challengers Bangalore,Royal Challengers Bangalore
548363,2012,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians
548364,2012,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings
548365,2012,Rajasthan Royals,Pune Warriors,Rajasthan Royals
548366,2012,Kings XI Punjab,Deccan Chargers,Kings XI Punjab
548367,2012,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians
548368,2012,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings
548369,2012,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils
548370,2012,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders
548371,2012,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab
548372,2012,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore
548373,2012,Deccan Chargers,Rajasthan Royals,Deccan Chargers
548374,2012,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils
548375,2012,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders
548376,2012,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers
548377,2012,Rajasthan Royals,Mumbai Indians,Mumbai Indians
548378,2012,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders
548379,2012,Chennai Super Kings,Mumbai Indians,Chennai Super Kings
548380,2012,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings
548381,2012,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders
597998,2013,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders
597999,2013,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore
598000,2013,Sunrisers Hyderabad,Pune Warriors,Sunrisers Hyderabad
598001,2013,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals
598002,2013,Chennai Super Kings,Mumbai Indians,Mumbai Indians
598003,2013,Pune Warriors,Kings XI Punjab,Kings XI Punjab
598004,2013,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad
598005,2013,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals
598006,2013,Mumbai Indians,Delhi Daredevils,Mumbai Indians
598048,2013,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore
598007,2013,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings
598008,2013,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore
598009,2013,Pune Warriors,Rajasthan Royals,Pune Warriors
598010,2013,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad
598011,2013,Mumbai Indians,Pune Warriors,Mumbai Indians
598012,2013,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings
598013,2013,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders
598014,2013,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals
598015,2013,Chennai Super Kings,Pune Warriors,Pune Warriors
598016,2013,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab
598017,2013,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore
598018,2013,Pune Warriors,Sunrisers Hyderabad,Sunrisers Hyderabad
598019,2013,Rajasthan Royals,Mumbai Indians,Rajasthan Royals
598020,2013,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings
598021,2013,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad
598022,2013,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings
598023,2013,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore
598024,2013,Delhi Daredevils,Mumbai Indians,Delhi Daredevils
598025,2013,Kings XI Punjab,Pune Warriors,Kings XI Punjab
598026,2013,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings
598027,2013,Royal Challengers Bangalore,Pune Warriors,Royal Challengers Bangalore
598059,2013,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab
598029,2013,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians
598030,2013,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings
598031,2013,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders
598032,2013,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals
598033,2013,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians
598034,2013,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings
598035,2013,Delhi Daredevils,Pune Warriors,Delhi Daredevils
598036,2013,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals
598037,2013,Mumbai Indians,Kings XI Punjab,Mumbai Indians
598038,2013,Pune Warriors,Chennai Super Kings,Chennai Super Kings
598039,2013,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad
598040,2013,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils
598041,2013,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings
598042,2013,Pune Warriors,Royal Challengers Bangalore,Royal Challengers Bangalore
598043,2013,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders
